classificacao_id,busca_id,termo,modelo_ia,doc_id,ano,edicao,pagina,classificacao,tipo_ato,justificativa,com_contexto,paginas_contexto,tokens_input,tokens_output,created_at,resposta_crua
331,3,Formação profissional,gemma4:e4b,137,2002,13180,8,irrelevante,Decreto,"O ato aprova o Regimento Interno do Fundo Estadual de Educação (FEE) e trata de questões administrativas gerais, incluindo a menção a 'Profissionais da Educação Básica', mas não regulamenta ou cria cursos de Educação Profissional e Tecnológica, apenas o órgão gestor da educação em sentido amplo.",False,8,3044,94,2026-06-16T09:40:46.752521+00:00,"{""classificacao"": ""irrelevante"", ""tipo_ato"": ""Decreto"", ""justificativa"": ""O ato aprova o Regimento Interno do Fundo Estadual de Educação (FEE) e trata de questões administrativas gerais, incluindo a menção a 'Profissionais da Educação Básica', mas não regulamenta ou cria cursos de Educação Profissional e Tecnológica, apenas o órgão gestor da educação em sentido amplo.""}"
332,3,Formação profissional,gemma4:e4b,138,2002,13180,6,duvidoso,,,True,"6,7",4096,19,2026-06-16T09:41:21.212848+00:00,"{""resultado"": ""Não foi possível encontrar nenhuma ocorrência de textos para classificar.""}"
333,3,Formação profissional,gemma4:e4b,139,2002,13180,41,duvidoso,,,False,41,4096,61,2026-06-16T09:41:38.382613+00:00,"{""res_description"": ""The document contains several excerpts related to professional and educational activities, particularly concerning staffing, courses, and certifications. The entries detail specific procedures, requirements, and outcomes for these areas. The context is highly administrative and regulatory, suggesting institutional management of human resources and curriculum development.""}"
334,3,Formação profissional,gemma4:e4b,140,2002,13173,39,super_relevante,Lei,"Lei que denomina e estabelece o Centro de Formacao Profissional de Barra do Garcas (CENFOR), regulamentando uma instituição de educação profissional.",False,39,3920,62,2026-06-16T09:41:56.169628+00:00,"{""classificacao"": ""super_relevante"", ""tipo_ato"": ""Lei"", ""justificativa"": ""Lei que denomina e estabelece o Centro de Formacao Profissional de Barra do Garcas (CENFOR), regulamentando uma instituição de educação profissional.""}"
335,3,Formação profissional,gemma4:e4b,141,2002,13172,2,super_relevante,Decreto,"O texto trata de forma central e inequivocamente dos Centros Públicos de Formação Profissional (CENFORs), que são instituições de educação profissional, e estabelece suas competências, fontes de recursos (Fundo de Educação Profissional - FEP) e regulamentação inicial (Art. 24 e Art. 17).",False,2,3574,105,2026-06-16T09:42:15.812568+00:00,"{""classificacao"": ""super_relevante"", ""tipo_ato"": ""Decreto"", ""justificativa"": ""O texto trata de forma central e inequivocamente dos Centros Públicos de Formação Profissional (CENFORs), que são instituições de educação profissional, e estabelece suas competências, fontes de recursos (Fundo de Educação Profissional - FEP) e regulamentação inicial (Art. 24 e Art. 17).""}"
336,3,Formação profissional,gemma4:e4b,142,2002,13172,1,super_relevante,Lei Ordinaria,"Lei que institui o Fundo de Educação Profissional, cria a Superintendência e os Centros Públicos de Formação Profissional (CENFORs), tratando diretamente da estrutura de oferta de educação profissional técnica em nível médio.",False,1,3125,79,2026-06-16T09:42:31.146272+00:00,"{""classificacao"": ""super_relevante"", ""tipo_ato"": ""Lei Ordinaria"", ""justificativa"": ""Lei que institui o Fundo de Educação Profissional, cria a Superintendência e os Centros Públicos de Formação Profissional (CENFORs), tratando diretamente da estrutura de oferta de educação profissional técnica em nível médio.""}"
337,3,Formação profissional,gemma4:e4b,143,2002,13170,3,duvidoso,,,True,"3,4,5",4096,234,2026-06-16T09:43:14.853535+00:00,"{
  ""document"": ""O texto apresenta a criação de dois conselhos estaduais de direitos: o Conselho Estadual de Direitos da Mulher (CEDDM) e o Conselho Estadual de Direitos da Pessoa com Deficiência (CEDPD). Ambos os conselhos são estabelecidos com o objetivo de zelar, acompanhar, orientar e articular políticas públicas voltadas para os respectivos grupos, funcionando como órgãos consultivos e deliberativos. \n\nO texto também descreve as funções e a estrutura de funcionamento de cada conselho, detalhando a participação da sociedade civil, do governo e de representantes especializados. Por fim, é mencionado que a criação e o funcionamento destes conselhos estão alinhados com a legislação federal e estadual, visando a promoção dos direitos humanos e a inclusão social."",
  ""keywords"": [
    ""Conselho Estadual de Direitos da Mulher"",
    ""Conselho Estadual de Direitos da Pessoa com Deficiência"",
    ""Direitos Humanos"",
    ""Política Pública"",
    ""Inclusão Social"",
    ""Governança Participativa""
  ]
}"
338,3,Formação profissional,gemma4:e4b,144,2003,13426,51,duvidoso,,,False,51,4096,93,2026-06-16T09:43:33.900354+00:00,"{""resultado"": ""O texto analisado não contém informações suficientes para determinar um resultado específico, pois o conteúdo é uma compilação de diversas leis, portarias, comunicados e atas de diferentes fontes e datas, sem um contexto unificado ou uma pergunta clara sobre o que deve ser extraído ou analisado. Se houver um foco específico (ex: leis de educação, licitações, etc.), por favor, fornecer a pergunta correspondente.""}"
339,3,Formação profissional,gemma4:e4b,145,2003,13407,55,duvidoso,,,False,55,4096,434,2026-06-16T09:44:04.620669+00:00,"{""revision"": ""1.0"", ""text"": ""The provided text is a compilation of various governmental and corporate notices, decrees, and tender announcements. To effectively analyze or process this text, it is crucial to first identify the main themes and the nature of the announcements. \n\n**General Observations:**\n1. **Official Tone:** The language is formal, legalistic, and administrative, typical of government proceedings.\n2. **Variety:** The content covers a wide range of topics, including: \n    * **Legislation/Regulations:** References to laws, decrees, or operational rules.\n    * **Tendering/Procurement:** Detailed specifications for goods, services, or works (e.g., 'licitação', 'pregão').\n    * **Appointments/Personnel:** Potentially related to public roles or contracts.\n3. **Goal:** The purpose of such texts is usually to inform the public, establish legal frameworks, or solicit bids/offers.\n\n**How I can help you with this text:**\n\nBased on what you want to achieve, I can perform several actions:\n\n1. **Summarization:** I can create a concise summary of the key points across all sections.\n2. **Extraction:** I can extract specific types of information (e.g., *all dates mentioned*, *all companies bidding*, *all required documentation*).\n3. **Categorization:** I can group the announcements by topic (e.g., 'Education Sector', 'Infrastructure Works', 'Health Services').\n4. **Clarification:** If you point to a specific paragraph or term, I can explain its meaning in simpler language.\n5. **Comparative Analysis:** If you provide a second document, I can compare the two.\n\n**Please tell me what you would like to do with this text. For example, you could ask: \n* \""Summarize the key actions required in this document.\"" \n* \""List all the bidding processes mentioned.\"" \n* \""What is the date range covered by these notices?\""""}"
340,3,Formação profissional,gemma4:e4b,146,2003,13397,24,duvidoso,,,False,24,4096,275,2026-06-16T09:44:23.161676+00:00,"{""resumo"": ""O texto apresenta diversos extratos de documentos oficiais, cobrindo temas como: processos administrativos em escolas, convocações e processos de licitação, além de comunicações de órgãos de segurança e administração pública. Há menções a auditorias, procedimentos disciplinares e termos de compromisso em diferentes contextos. Não há um tema unificado, mas sim uma coleção de registros de atos administrativos e legais."", ""analise"": ""O texto é fragmentado e consiste em múltiplos documentos ou trechos de atas. É crucial identificar o propósito de cada seção para uma análise completa. Os temas incluem: 1. **Educação/Administrativo Escolar:** Processos disciplinares e de avaliação. 2. **Legal/Processual:** Menções a convocações, citações e pareceres. 3. **Segurança/Judicial:** Comunicações de boletins e procedimentos de investigação. 4. **Licitações/Compras:** Documentação de fornecimento de bens e serviços."", ""pontos_chave"": [""Fragmentação do conteúdo:"", ""Múltiplos contextos (Educação, Direito, Segurança, Compras)."", ""Necessidade de identificar a fonte original de cada trecho para interpretação correta."", ""Temas recorrentes incluem: procedimentos formais, citações e atas.""]}"
341,3,Formação profissional,gemma4:e4b,147,2003,13361,12,duvidoso,,,False,12,4096,83,2026-06-16T09:44:41.942702+00:00,"{""annotation"": ""A menção de atividades de desenvolvimento profissional (como a formação de profissionais) ou de educação técnica não é explícita no texto fornecido. Os documentos são majoritariamente de natureza administrativa, legal ou fiscal, tratando de convênios, portarias e atas de reunião, sem mencionar cursos, treinamentos ou currículos de ensino."", ""annotation_type"": ""N/A""}"
342,3,Formação profissional,gemma4:e4b,148,2003,13361,8,duvidoso,,,False,8,4096,61,2026-06-16T09:45:17.751264+00:00,"{""resultado"": ""O trecho menciona a 'articulação do Sistema de Segurança Pública', que é um tema de gestão pública e segurança, mas não descreve um processo de formação ou certificação profissional específico que justifique um mapeamento curricular tradicional. O contexto é mais amplo e governamental.""}"
343,3,Formação profissional,gemma4:e4b,149,2003,13332,2,relevante,Portaria,"A portaria aborda explicitamente 'formação profissional', 'sócio educativo', 'aprendizado' e 'formação profissional dos condenados', tratando do processo de reinserção social e econômica ligada ao trabalho e capacitação, mesmo que o foco seja o sistema prisional.",False,2,3581,85,2026-06-16T09:45:35.991712+00:00,"{""classificacao"": ""relevante"", ""tipo_ato"": ""Portaria"", ""justificativa"": ""A portaria aborda explicitamente 'formação profissional', 'sócio educativo', 'aprendizado' e 'formação profissional dos condenados', tratando do processo de reinserção social e econômica ligada ao trabalho e capacitação, mesmo que o foco seja o sistema prisional.""}"
344,3,Formação profissional,gemma4:e4b,150,2003,13329,8,relevante,Resolucao,"Retifica nomeação e menciona Centro Público de Formação Profissional - CENFOR, tratando de instituição de educação profissional.",False,8,3195,53,2026-06-16T09:46:06.223527+00:00,"{""classificacao"": ""relevante"", ""tipo_ato"": ""Resolucao"", ""justificativa"": ""Retifica nomeação e menciona Centro Público de Formação Profissional - CENFOR, tratando de instituição de educação profissional.""}"
345,3,Formação profissional,gemma4:e4b,151,2003,13315,8,super_relevante,Portaria,"A Portaria nomeia profissional para exercer cargo de Assistente Técnica no Centro Público de Formação Profissional - CENFOR, que é uma instituição ligada à formação profissional.",False,8,2666,65,2026-06-16T09:46:31.406170+00:00,"{""classificacao"": ""super_relevante"", ""tipo_ato"": ""Portaria"", ""justificativa"": ""A Portaria nomeia profissional para exercer cargo de Assistente Técnica no Centro Público de Formação Profissional - CENFOR, que é uma instituição ligada à formação profissional.""}"
346,3,Formação profissional,gemma4:e4b,152,2003,13306,19,irrelevante,Outro - Ato de nomeação/licença de pessoal,"Os atos tratam primariamente de nomeações, prorrogações de prazos de processos e licenças de pessoal, sem tratar de cursos ou regulamentação de Educação Profissional/Técnica.",False,19,3213,80,2026-06-16T09:46:53.035083+00:00,"{""classificacao"": ""irrelevante"", ""tipo_ato"": ""Outro - Ato de nomeação/licença de pessoal"", ""justificativa"": ""Os atos tratam primariamente de nomeações, prorrogações de prazos de processos e licenças de pessoal, sem tratar de cursos ou regulamentação de Educação Profissional/Técnica.""}"
347,3,Formação profissional,gemma4:e4b,153,2003,13304,23,irrelevante,Outro - Licitacao,"O ato trata de resultados de licitações (compra de materiais, passagens, etc.) e não de regulamentação ou oferta de cursos de Educação Profissional/Técnica.",False,23,3881,71,2026-06-16T09:47:31.384302+00:00,"{""classificacao"": ""irrelevante"", ""tipo_ato"": ""Outro - Licitacao"", ""justificativa"": ""O ato trata de resultados de licitações (compra de materiais, passagens, etc.) e não de regulamentação ou oferta de cursos de Educação Profissional/Técnica.""}"
348,3,Formação profissional,gemma4:e4b,154,2004,13670,10,duvidoso,,,False,10,4096,140,2026-06-16T09:47:54.610616+00:00,"{""seguranca_analise"": ""Nenhuma informação de segurança sensível ou conteúdo ilegal foi detectado no texto fornecido. O texto é um excerto de um procedimento administrativo disciplinar sobre o desenvolvimento de uma apuração."", ""analise_contextual"": ""O texto detalha o rito de uma apuração administrativa (Sindicância ou Inquérito) focado em colher depoimentos e produzir provas. Não trata de currículo, dados pessoais sensíveis, informações de acesso ou temas de opinião política."", ""analise_tecnica"": ""O texto é composto por artigos e parágrafos legais/procedimentais, utilizando linguagem jurídica e administrativa.""}"
